id,_3_4_methylene_dioxy_methylamphetamine,cafeine,couleur,heroine,noscapine,paracetamol
21560,,27,Marron,11,5,53
21564,,27,Beige,11,5,55
21565,,27,Beige,11,5,55
21568,,,Beige,50,,
21569,,,Beige,50,,
21579,,30,Beige,4,0,61
21581,,30,Beige,4,0,61
21582,,30,Beige,4,0,61
21585,,25,Marron,12,8,51
21586,,25,Marron,12,8,51
21587,,30,Beige,4,0,61
21700,,31,Beige,4,0,60
21701,,31,Beige,4,0,60
21702,,30,Beige,4,0,61
21703,,30,Beige,4,0,61
21704,,28,Beige,9,4,55
21705,,28,Beige,9,4,55
21708,,28,Beige,7,3,57
21709,,28,Beige,7,3,57
21710,,28,Beige,7,3,57
21711,,28,Beige,7,3,57
21712,,28,Beige,7,3,57
21713,,28,Beige,7,3,57
21714,,28,Beige,7,3,57
21715,,28,Beige,7,3,57
21716,,28,Beige,7,3,57
21717,,28,Beige,7,3,57
21780,,24,Beige,16,7,47
21781,,24,Beige,16,7,47
21829,,30,Beige,5,,61
21830,,30,Beige,5,,61
21831,,28,Beige,9,4,57
21832,,28,Beige,9,4,57
21833,,28,Beige,10,5,57
21834,,28,Beige,10,5,57
21835,,28,Beige,7,8,52
21836,,28,Beige,7,8,52
21893,,26,Beige,10,4,52
21894,,26,Beige,10,4,52
21903,,23,Beige,16,6,46
21904,,23,Beige,16,6,46
21905,,28,Beige,8,4,55
21906,,28,Beige,8,4,55
21907,,28,Beige,8,4,56
21908,,28,Beige,8,4,56
21912,,25,Beige,14,6,49
21913,,25,Beige,14,6,49
21917,,26,Beige,16,6,50
21918,,26,Beige,16,6,50
21931,,18,Beige,20,8,34
21932,,18,Beige,20,8,34
21935,,25,Beige,9,0,54
21936,,25,Beige,9,0,54
21939,,23,Beige,13,7,44
21940,,23,Beige,13,7,44
21941,,26,Beige,9,0,50
21942,,26,Beige,9,0,50
21949,,28,Marron,9,0,54
21950,,28,Marron,9,0,54
21952,,28,Beige,9,4,55
21953,,28,Beige,9,4,55
21954,,28,Beige,9,4,55
21956,,28,Beige,9,4,55
21957,,9,Beige,32,27,13
21959,,26,Beige,11,5,50
21960,,26,Beige,11,5,50
21963,,9,Beige,32,27,13
21984,,23,Beige,8,13,47
21985,,23,Beige,8,13,47
21986,,23,Beige,8,13,47
21987,,23,Beige,8,13,47
21988,,23,Beige,8,13,47
21989,,23,Beige,8,13,47
21990,,23,Beige,8,13,47
21991,,23,Beige,8,13,47
21992,,23,Beige,8,13,47
21993,,23,Beige,8,13,47
22000,,16,Beige,24,11,33
22001,,16,Beige,24,11,33
22004,,19,Beige,9,8,54
22006,,26,Beige,11,5,53
22007,,26,Beige,11,5,53
22009,,19,Beige,9,8,54
22015,,,Beige,57,22,
22016,,,Beige,57,22,
22023,,25,Beige,11,5,53
22024,,25,Beige,11,5,53
22034,,20,Marron,11,18,40
22035,,20,Marron,11,18,40
22043,,28,Beige,9,4,57
22044,,28,Beige,9,4,57
22045,,28,Beige,9,4,57
22046,,28,Beige,9,4,57
22047,,28,Beige,9,4,57
22048,,28,Beige,9,4,57
22049,,28,Beige,9,4,57
22050,,28,Beige,9,4,57
22051,,28,Beige,9,4,57
22052,,28,Beige,9,4,57
22055,,28,Beige,10,4,52
22056,,28,Beige,10,4,52
22057,,28,Beige,10,4,52
22058,,28,Beige,10,4,52
22059,,28,Beige,10,4,52
22060,,28,Beige,10,4,52
22062,,30,Beige,3,0,63
22063,,30,Beige,3,0,63
22071,,8,Beige,26,25,31
22072,,8,Beige,26,25,31
22080,,26,Beige,11,5,53
22081,,26,Beige,11,5,53
22082,,26,Beige,11,5,53
22083,,26,Beige,11,5,53
22084,,30,Beige,7,5,54
22085,,30,Beige,7,5,54
22091,,6,Beige,15,7,62
22092,,6,Beige,15,7,62
22093,,6,Beige,15,7,62
22094,,6,Beige,15,7,62
22095,,6,Beige,15,7,62
22096,,6,Beige,15,7,62
22101,,26,Beige,11,4,49
22102,,26,Beige,11,4,49
22103,,22,Beige,14,9,44
22104,,22,Beige,14,9,44
22110,,12,Marron,36,19,12
22111,,12,Marron,36,19,12
22112,,27,Marron,10,5,53
22113,,27,Marron,10,5,53
22114,,21,Marron,14,10,38
22115,,21,Marron,14,10,38
22123,,23,Beige,16,6,46
22124,,23,Beige,16,6,46
22127,,9,Beige,10,7,62
22128,,9,Beige,10,7,62
22145,,28,Beige,13,8,45
22146,,28,Beige,13,8,45
22150,,,Beige,59,21,
22151,,,Beige,59,21,
22157,,26,Beige,11,7,47
22158,,26,Beige,11,7,47
22160,,26,Beige,13,6,48
22161,,26,Beige,13,6,48
22163,,26,Beige,15,6,49
22164,,26,Beige,15,6,49
22171,,26,Beige,13,6,48
22172,,26,Beige,13,6,48
22173,,26,Beige,13,6,48
22174,,26,Beige,13,6,48
22184,,25,Beige,11,4,48
22185,,25,Beige,11,4,48
22189,,28,Beige,6,3,55
22190,,28,Beige,6,3,55
22199,,14,Beige,11,5,61
22200,,14,Beige,11,5,61
22201,,14,Beige,11,5,61
22202,,14,Beige,11,5,61
22203,,14,Beige,11,5,61
22204,,14,Beige,11,5,61
22205,,14,Beige,11,5,61
22206,,14,Beige,11,5,61
22207,,14,Beige,11,5,61
22208,,14,Beige,11,5,61
22209,,14,Beige,11,5,61
22210,,14,Beige,11,5,61
22211,,14,Beige,11,5,61
22212,,14,Beige,11,5,61
22213,,14,Beige,11,5,61
22214,,14,Beige,11,5,61
22218,,27,Beige,10,5,54
22219,,27,Beige,10,5,54
22220,,27,Beige,10,5,54
22221,,27,Beige,10,5,54
22222,,27,Beige,10,5,54
22223,,27,Beige,10,5,54
22224,,27,Beige,10,5,54
22225,,27,Beige,10,5,54
22226,,27,Beige,10,5,54
22227,,27,Beige,10,5,54
22228,,27,Beige,10,5,54
22229,,27,Beige,10,5,54
22230,,27,Beige,10,5,54
22231,,27,Beige,10,5,54
22232,,27,Beige,10,5,54
22233,,27,Beige,10,5,54
22234,,27,Beige,10,5,54
22235,,27,Beige,10,5,54
22236,,27,Beige,10,5,54
22237,,27,Beige,10,5,54
22240,,27,Beige,10,5,54
22241,,27,Beige,10,5,54
22242,,27,Beige,10,5,54
22243,,27,Beige,10,5,54
22244,,27,Beige,10,5,54
22245,,27,Beige,10,5,54
22246,,27,Beige,10,5,54
22247,,27,Beige,10,5,54
22248,,27,Beige,10,5,54
22249,,27,Beige,10,5,54
22250,,27,Beige,10,5,54
22251,,27,Beige,10,5,54
22252,,27,Beige,10,5,54
22253,,27,Beige,10,5,54
22254,,27,Beige,10,5,54
22255,,27,Beige,10,5,54
22256,,27,Beige,10,5,54
22257,,27,Beige,10,5,54
22258,,27,Beige,10,5,54
22259,,27,Beige,10,5,54
22260,,27,Beige,10,5,54
22261,,27,Beige,10,5,54
22262,,27,Beige,10,5,54
22263,,27,Beige,10,5,54
22265,,7,Marron,38,22,22
22266,,7,Marron,38,22,22
22267,,11,Beige,33,18,22
22268,,11,Beige,33,18,22
22271,,9,Beige,8,7,73
22272,,9,Beige,8,7,73
22276,,9,Beige,8,7,73
22277,,9,Beige,8,7,73
22280,,12,Beige,13,6,66
22281,,12,Beige,13,6,66
22285,,22,Beige,11,6,57
22286,,22,Beige,11,6,57
22287,,22,Beige,11,6,57
22288,,22,Beige,11,6,57
22289,,22,Beige,11,6,57
22290,,22,Beige,11,6,57
22312,,23,Beige,14,8,46
22313,,23,Beige,14,8,46
22314,,23,Beige,14,8,46
22315,,23,Beige,14,8,46
22316,,23,Beige,14,8,46
22317,,23,Beige,14,8,46
22318,,23,Beige,14,8,46
22319,,23,Beige,14,8,46
22320,,23,Beige,14,8,46
22321,,23,Beige,14,8,46
22322,,23,Beige,14,8,46
22323,,23,Beige,14,8,46
22324,,23,Beige,14,8,46
22325,,23,Beige,14,8,46
22326,,23,Beige,14,8,46
22327,,23,Beige,14,8,46
22334,,27,Beige,12,8,53
22336,,27,Beige,12,8,53
22339,,30,Beige,7,3,58
22340,,30,Beige,7,3,58
22341,,27,Beige,15,8,44
22345,,4,Beige,41,25,14
22346,,4,Beige,41,25,14
22347,,27,Beige,15,8,44
22353,,3,Beige,45,23,6
22354,,3,Beige,45,23,6
22357,,27,Beige,6,0,57
22358,,27,Beige,6,0,57
22362,,5,Marron,35,11,25
22363,,5,Marron,35,11,25
22364,,22,Beige,11,6,45
22365,,22,Beige,11,6,45
22366,,28,Beige,6,0,58
22367,,28,Beige,6,0,58
22371,,25,Beige,8,5,49
22372,,25,Beige,8,5,49
22379,,25,Beige,13,4,49
22380,,25,Beige,13,4,49
22384,,22,Beige,12,6,53
22385,,22,Beige,12,6,53
22390,,27,Beige,17,7,40
22391,,27,Beige,17,7,40
22394,,25,Beige,7,4,53
22395,,25,Beige,7,4,53
22397,,14,Beige,9,6,64
22398,,14,Beige,9,6,64
22407,,10,Marron,18,29,14
22408,,10,Marron,18,29,14
22410,,17,Beige,12,7,43
22411,,17,Beige,12,7,43
22414,,34,Beige,6,0,47
22415,,34,Beige,6,0,47
22418,,14,Beige,12,0,55
22419,,14,Beige,12,0,55
22443,,28,Marron,6,4,51
22444,,28,Marron,6,4,51
22446,,25,Marron,12,5,48
22447,,25,Marron,12,5,48
22458,,23,Beige,16,6,46
22459,,23,Beige,16,6,46
22460,,23,Beige,16,6,46
22461,,23,Beige,16,6,46
22462,,23,Beige,16,6,46
22463,,23,Beige,16,6,46
22464,,23,Beige,16,6,46
22465,,23,Beige,16,6,46
22485,,,Marron,48,20,
22486,,,Marron,48,20,
22487,,,Marron,48,20,
22488,,,Marron,48,20,
22493,,26,Beige,15,6,41
22494,,26,Beige,15,6,41
22506,,27,Beige,9,4,51
22507,,27,Beige,9,4,51
22508,,,Beige,53,23,
22509,,,Beige,53,23,
22514,,0,Marron,46,21,0
22515,,0,Marron,46,21,0
22517,,30,Beige,9,4,44
22518,,30,Beige,9,4,44
22522,,23,Beige,17,6,44
22523,,23,Beige,17,6,44
22524,,23,Beige,17,6,44
22525,,23,Beige,17,6,44
22526,,23,Beige,17,6,44
22527,,23,Beige,17,6,44
22528,,23,Beige,17,6,44
22529,,23,Beige,17,6,44
22530,,23,Beige,17,6,44
22531,,23,Beige,17,6,44
22537,,26,Beige,12,8,44
22538,,26,Beige,12,8,44
22542,,0,Marron,54,19,3
22543,,0,Marron,54,19,3
22549,,27,Beige,12,5,52
22550,,27,Beige,12,5,52
22553,,,Beige,44,33,
22554,,,Beige,44,33,
22558,,26,Beige,13,5,50
22559,,26,Beige,13,5,50
22561,,46,Beige,14,11,24
22562,,46,Beige,14,11,24
22566,,26,Marron,6,5,54
22567,,26,Marron,6,5,54
22577,,25,Beige,16,7,38
22578,,25,Beige,16,7,38
22581,,20,Beige,12,6,51
22582,,20,Beige,12,6,51
22583,,26,Beige,13,4,51
22584,,26,Beige,13,4,51
22586,,29,Beige,14,6,45
22587,,29,Beige,14,6,45
22605,,27,Beige,8,4,51
22606,,27,Beige,8,4,51
22612,,31,Beige,11,5,47
22613,,31,Beige,11,5,47
22614,,31,Beige,11,5,47
22615,,31,Beige,11,5,47
22620,,22,Marron,17,7,46
22621,,22,Marron,17,7,46
22624,,27,Beige,17,9,33
22625,,27,Beige,17,9,33
22633,,30,Beige,11,5,50
22634,,30,Beige,11,5,50
22638,,23,Beige,18,7,45
22639,,23,Beige,18,7,45
22640,,23,Beige,18,7,45
22641,,23,Beige,18,7,45
22642,,23,Beige,18,7,45
22643,,23,Beige,18,7,45
22644,,23,Beige,18,7,45
22645,,23,Beige,18,7,45
22646,,23,Beige,18,7,45
22647,,23,Beige,18,7,45
22648,,23,Beige,18,7,45
22649,,23,Beige,18,7,45
22650,,23,Beige,18,7,45
22651,,23,Beige,18,7,45
22656,,34,Beige,11,5,45
22657,,34,Beige,11,5,45
22676,,25,Beige,17,7,43
22677,,25,Beige,17,7,43
22685,,28,Beige,11,4,47
22686,,28,Beige,11,4,47
22689,,26,Beige,20,7,36
22690,,26,Beige,20,7,36
22691,,26,Beige,20,7,36
22692,,26,Beige,20,7,36
22693,,26,Beige,20,7,36
22694,,26,Beige,20,7,36
22710,,27,Beige,16,6,42
22711,,27,Beige,16,6,42
22716,,25,Beige,15,8,44
22717,,25,Beige,15,8,44
22721,,32,Beige,10,5,48
22722,,32,Beige,10,5,48
22726,,10,Beige,35,16,18
22727,,10,Beige,35,16,18
22733,,28,Beige,16,8,43
22734,,24,Beige,13,8,49
22735,,24,Beige,13,8,49
22739,,25,Beige,8,5,54
22740,,25,Beige,8,5,54
22742,,28,Beige,16,8,43
22744,,25,Beige,14,6,48
22745,,25,Beige,14,6,48
22747,,30,Beige,7,3,57
22748,,30,Beige,7,3,57
22753,,28,Beige,14,6,44
22754,,28,Beige,14,6,44
22756,,26,Marron,12,6,49
22757,,26,Marron,12,6,49
22758,,25,Beige,14,7,49
22759,,25,Beige,14,7,49
22760,,22,Beige,15,6,52
22761,,22,Beige,15,6,52
22762,,28,Marron,14,8,47
22763,,28,Marron,14,8,47
22765,,10,Marron,35,19,20
22766,,10,Marron,35,19,20
22767,,24,Marron,15,7,47
22768,,24,Marron,15,7,47
22769,,28,Marron,14,7,45
22770,,28,Marron,14,7,45
22775,,26,Beige,9,5,51
22776,,26,Beige,9,5,51
22784,,26,Beige,9,0,52
22785,,26,Beige,9,0,52
22792,,23,Beige,17,8,46
22793,,23,Beige,17,8,46
22795,,25,Beige,14,0,50
22796,,25,Beige,14,0,50
22797,,28,Beige,13,6,45
22798,,28,Beige,13,6,45
22806,,19,Beige,19,10,38
22807,,19,Beige,19,10,38
22810,,24,Beige,16,7,46
22811,,24,Beige,16,7,46
22819,,27,Beige,10,0,52
22820,,27,Beige,10,0,52
22824,,26,Beige,10,0,50
22825,,26,Beige,10,0,50
22826,,27,Beige,11,0,53
22827,,27,Beige,11,0,53
22832,,31,Beige,8,0,48
22833,,31,Beige,8,0,48
22836,,26,Beige,11,0,50
22837,,26,Beige,11,0,50
22839,,33,Beige,0,,65
22840,,33,Beige,0,,65
22845,,,Beige,54,21,
22846,,,Beige,54,21,
22861,,29,Beige,17,7,40
22862,,29,Beige,17,7,40
22866,,21,Beige,20,7,43
22867,,21,Beige,20,7,43
22870,,25,Beige,9,,52
22871,,25,Beige,9,,52
22873,,25,Beige,9,0,53
22874,,25,Beige,9,0,53
22876,,31,Beige,5,0,55
22877,,31,Beige,5,0,55
22883,,26,Marron,11,6,46
22884,,8,Beige,43,18,12
22885,,8,Beige,43,18,12
22886,,24,Beige,13,6,46
22887,,24,Beige,13,6,46
22888,,22,Marron,11,0,54
22889,,22,Marron,11,0,54
22891,,22,Beige,6,6,39
22892,,22,Beige,6,6,39
22898,,26,Marron,11,6,46
22904,,24,Beige,15,0,46
22905,,24,Beige,15,0,46
22909,,20,Beige,21,6,40
22910,,20,Beige,21,6,40
22914,,23,Beige,17,7,45
22915,,23,Beige,17,7,45
22918,,23,Beige,18,7,46
22919,,23,Beige,18,7,46
22925,,24,Beige,12,7,45
22926,,24,Beige,12,7,45
22927,,,Beige,54,19,
22928,,,Beige,54,19,
22929,,37,Beige,14,0,36
22930,,37,Beige,14,0,36
22932,,24,Marron,12,0,50
22933,,24,Marron,12,0,50
22938,,12,Marron,33,14,22
22939,,12,Marron,33,14,22
22942,,27,Marron,9,0,51
22943,,27,Marron,9,0,51
22944,,29,Marron,6,0,57
22951,,19,Beige,22,8,39
22952,,19,Beige,22,8,39
22955,,0,Beige,12,0,79
22956,,0,Beige,12,0,79
22958,,27,Beige,7,0,64
22960,,27,Beige,7,0,64
22961,,21,Marron,22,8,42
22962,,21,Marron,22,8,42
22963,,25,Marron,10,6,50
22964,,25,Marron,10,6,50
22965,,27,Beige,11,0,55
22966,,27,Beige,11,0,55
22972,,21,Beige,19,9,43
22973,,21,Beige,19,9,43
22992,,25,Beige,17,5,51
22993,,25,Beige,17,5,51
23000,,26,Beige,13,6,52
23001,,26,Beige,13,6,52
23003,,24,Beige,16,6,47
23004,,24,Beige,16,6,47
23005,,24,Beige,16,6,48
23006,,24,Beige,16,6,48
23019,,19,Marron,17,9,46
23020,,19,Marron,17,9,46
23027,,23,Beige,19,6,44
23028,,23,Beige,19,6,44
23030,,30,Beige,11,0,48
23031,,30,Beige,11,0,48
23032,,0,Beige,31,16,0
23033,,0,Beige,31,16,0
23034,,29,Beige,8,0,57
23035,,29,Beige,8,0,57
23039,,19,Beige,22,7,35
23040,,19,Beige,22,7,35
23043,,24,Beige,11,6,44
23044,,24,Beige,11,6,44
23049,,24,Beige,15,0,48
23050,,24,Beige,15,0,48
23054,,34,Beige,50,10,
23055,,34,Beige,50,10,
23059,,23,Beige,27,12,32
23060,,23,Beige,27,12,32
23062,,7,Marron,20,7,56
23063,,7,Marron,20,7,56
23070,,28,Beige,9,0,55
23071,,28,Beige,9,0,55
23078,,24,Beige,13,0,55
23079,,24,Beige,13,0,55
23082,,30,Beige,5,0,59
23083,,30,Beige,5,0,59
23086,,28,Beige,14,7,47
23087,,28,Beige,14,7,47
23091,,18,Beige,25,12,35
23092,,18,Beige,25,12,35
23099,,21,Beige,18,9,44
23100,,21,Beige,18,9,44
23102,,34,Beige,15,7,49
23103,,34,Beige,15,7,49
23106,,23,Beige,17,8,45
23107,,23,Beige,17,8,45
23112,,25,Marron,19,9,39
23113,,25,Marron,19,9,39
23116,,25,Beige,13,6,49
23117,,25,Beige,13,6,49
23118,,32,Beige,13,5,46
23119,,32,Beige,13,5,46
23125,,23,Beige,17,10,45
23126,,23,Beige,17,10,45
23130,,27,Beige,11,0,56
23131,,27,Beige,11,0,56
23132,,21,Beige,22,8,41
23133,,21,Beige,22,8,41
23138,,22,Beige,20,7,42
23139,,22,Beige,20,7,42
23140,,28,Beige,6,0,56
23141,,28,Beige,6,0,56
23144,,0,Marron,40,24,0
23145,,0,Marron,40,24,0
23152,,21,Beige,18,8,44
23153,,21,Beige,18,8,44
23160,,26,Beige,11,0,54
23161,,26,Beige,11,0,54
23162,,,Beige,53,29,
23163,,,Beige,53,29,
23166,,24,Marron,17,6,45
23167,,24,Marron,17,6,45
23170,,28,Beige,8,0,55
23171,,28,Beige,8,0,55
23174,,25,Beige,8,0,48
23175,,25,Beige,8,0,48
23178,,22,Beige,19,8,40
23179,,22,Beige,19,8,40
23182,,24,Beige,16,6,46
23183,,24,Beige,16,6,46
23186,,28,Beige,8,0,55
23187,,28,Beige,8,0,55
23191,,22,Beige,18,8,43
23192,,22,Beige,18,8,43
23198,,29,Beige,8,0,57
23199,,29,Beige,8,0,57
23206,,29,Beige,11,0,55
23207,,29,Beige,11,0,55
23214,,26,Beige,10,0,52
23215,,26,Beige,10,0,52
23221,,29,Beige,10,0,56
23222,,29,Beige,10,0,56
23230,,23,Beige,18,7,49
23231,,23,Beige,18,7,49
23236,,29,Beige,7,0,54
23237,,29,Beige,7,0,54
23240,,,Beige,64,18,
23241,,,Beige,64,18,
23246,,20,Beige,19,11,33
23247,,20,Beige,19,11,33
23431,,23.4,Beige,13.1,7.7,49.4
23434,,23.4,Beige,13.1,7.7,49.4
23598,,20,Beige,10,,50
23617,,,Beige,15,,
23620,,,Noir,15,25,
23758,,,Beige,15,,
23759,,,Beige,15,,
23760,,,Beige,15,,
23761,,,Beige,15,,
23762,,,Beige,15,,
23763,,,Beige,15,,
23764,,,Beige,15,,
23765,,,Beige,15,,
23766,,,Beige,15,,
23767,,,Beige,15,,
23768,,,Beige,15,,
23769,,,Beige,15,,
23770,,,Beige,15,,
23771,,,Beige,15,,
23772,,,Beige,,,
23852,,,Beige,10,,
23853,,,Beige,,,
23854,,,Beige,9,,
23867,,,Beige,39.2,,
23868,,,Beige,11.5,,
23869,,,Beige,72.6,,
23870,,,Beige,39.2,,
23871,,,Beige,10,,
23872,,,Beige,10,,
23873,,,Beige,10,,
23874,,,Beige,10,,
23883,,,Beige,15,,
23884,,,Beige,15,,
23885,,,Beige,15,,
23886,,,Beige,15,,
23887,,,Beige,15,,
23888,,,Beige,15,,
23889,,,Beige,10,,
23903,,,Beige,15,,
23904,,,Beige,15,,
23905,,,Beige,39.2,,
23910,,,Beige,39.2,,
23911,,,Beige,11.5,,
